t,binance_funding_rate,funding_payment
1737903600000,,1.25e-05
1737907200000,0.0001,1.25e-05
1737910800000,,1.367e-05
1737914400000,,1.25e-05
1737918000000,,1.25e-05
1737921600000,,2.772e-05
1737925200000,,2.948e-05
1737928800000,,1.25e-05
1737932400000,,1.25e-05
1737936000000,4.256e-05,1.25e-05
1737939600000,,1.25e-05
1737943200000,,1.25e-05
1737946800000,,1.25e-05
1737950400000,,1.25e-05
1737954000000,,1.25e-05
1737957600000,,-4.396e-05
1737961200000,,-1.921e-05
1737964800000,0.0001,1.06e-05
1737968400000,,1.25e-05
1737972000000,,-3.79e-06
1737975600000,,-2.272e-05
1737979200000,,-3.159e-05
1737982800000,,-8.39e-06
1737986400000,,-7.26e-05
1737990000000,,1.25e-05
1737993600000,-0.00010651,1.25e-05
1737997200000,,1.25e-05
1738000800000,,-9.09e-05
1738004400000,,-2.398e-05
1738008000000,,1.25e-05
1738011600000,,1.25e-05
1738015200000,,1.25e-05
1738018800000,,1.25e-05
1738022400000,5.926e-05,1.25e-05
1738026000000,,1.25e-05
1738029600000,,1.25e-05
1738033200000,,1.25e-05
1738036800000,,1.25e-05
1738040400000,,4.569e-05
1738044000000,,1.25e-05
1738047600000,,1.25e-05
1738051200000,0.0001,1.25e-05
1738054800000,,1.402e-05
1738058400000,,2.214e-05
1738062000000,,1.25e-05
1738065600000,,2.915e-05
1738069200000,,3.687e-05
1738072800000,,1.25e-05
1738076400000,,2.06e-05
1738080000000,0.0001,4.214e-05
1738083600000,,5.948e-05
1738087200000,,1.28e-05
1738090800000,,1.25e-05
1738094400000,,1.25e-05
1738098000000,,1.25e-05
1738101600000,,1.25e-05
1738105200000,,1.25e-05
1738108800000,0.0001,-6.99e-06
1738112400000,,-2.964e-05
1738116000000,,1.25e-05
1738119600000,,1.25e-05
1738123200000,,1.25e-05
1738126800000,,1.25e-05
1738130400000,,1.25e-05
1738134000000,,1.25e-05
1738137600000,-3.512e-05,1.25e-05
1738141200000,,1.25e-05
1738144800000,,1.25e-05
1738148400000,,1.25e-05
1738152000000,,1.25e-05
1738155600000,,1.25e-05
1738159200000,,1.25e-05
1738162800000,,1.25e-05
1738166400000,4.128e-05,1.25e-05
1738170000000,,1.25e-05
1738173600000,,1.25e-05
1738177200000,,1.25e-05
1738180800000,,1.25e-05
1738184400000,,1.25e-05
1738188000000,,1.25e-05
1738191600000,,1.25e-05
1738195200000,7.139e-05,1.25e-05
1738198800000,,1.25e-05
1738202400000,,1.25e-05
1738206000000,,2.728e-05
1738209600000,,2.482e-05
1738213200000,,4.945e-05
1738216800000,,4.759e-05
1738220400000,,4.165e-05
1738224000000,0.0001,1.25e-05
1738227600000,,1.25e-05
1738231200000,,1.25e-05
1738234800000,,1.265e-05
1738238400000,,2.615e-05
1738242000000,,1.25e-05
1738245600000,,1.25e-05
1738249200000,,1.25e-05
1738252800000,0.0001,1.25e-05
1738256400000,,1.357e-05
1738260000000,,1.25e-05
1738263600000,,1.25e-05
1738267200000,,1.25e-05
1738270800000,,1.25e-05
1738274400000,,1.25e-05
1738278000000,,1.25e-05
1738281600000,0.0001,1.25e-05
1738285200000,,1.25e-05
1738288800000,,1.25e-05
1738292400000,,1.25e-05
1738296000000,,1.25e-05
1738299600000,,1.25e-05
1738303200000,,1.25e-05
1738306800000,,1.25e-05
1738310400000,0.0001,1.25e-05
1738314000000,,1.25e-05
1738317600000,,1.25e-05
1738321200000,,1.25e-05
1738324800000,,1.25e-05
1738328400000,,1.25e-05
1738332000000,,1.25e-05
1738335600000,,1.25e-05
1738339200000,0.0001,1.25e-05
1738342800000,,1.25e-05
1738346400000,,1.25e-05
1738350000000,,-3.47e-06
1738353600000,,1.25e-05
1738357200000,,1.25e-05
1738360800000,,1.25e-05
1738364400000,,-3.32e-06
1738368000000,-5.902e-05,1.25e-05
1738371600000,,1.25e-05
1738375200000,,1.25e-05
1738378800000,,1.25e-05
1738382400000,,1.25e-05
1738386000000,,1.25e-05
1738389600000,,1.25e-05
1738393200000,,1.25e-05
1738396800000,0.0001,1.25e-05
1738400400000,,1.25e-05
1738404000000,,1.25e-05
1738407600000,,-2.48e-06
1738411200000,,1.228e-05
1738414800000,,-8.31e-06
1738418400000,,1.25e-05
1738422000000,,-4.576e-05
1738425600000,-7.514e-05,1.205e-05
1738429200000,,1.25e-05
1738432800000,,1.25e-05
1738436400000,,1.25e-05
1738440000000,,-5.234e-05
1738443600000,,6.93e-06
1738447200000,,-1.89e-06
1738450800000,,-8.744e-05
1738454400000,,1.69e-06
1738454400001,2.966e-05,
1738458000000,,1.25e-05
1738461600000,,-5.069e-05
1738465200000,,1.25e-05
1738468800000,,1.25e-05
1738472400000,,1.25e-05
1738476000000,,1.25e-05
1738479600000,,1.25e-05
1738483200000,0.0001,1.25e-05
1738486800000,,1.25e-05
1738490400000,,1.25e-05
1738494000000,,1.153e-05
1738497600000,,-2.27e-05
1738501200000,,1.25e-05
1738504800000,,1.25e-05
1738508400000,,1.25e-05
1738512000000,0.0001,1.25e-05
1738515600000,,-2.05e-06
1738519200000,,1.25e-05
1738522800000,,1.25e-05
1738526400000,,-2.179e-05
1738530000000,,1.25e-05
1738533600000,,1.25e-05
1738537200000,,-1.488e-05
1738540800000,8.379e-05,1.25e-05
1738544400000,,1.25e-05
1738548000000,,-9.251e-05
1738551600000,,1.25e-05
1738555200000,,1.25e-05
1738558800000,,1.25e-05
1738562400000,,1.25e-05
1738566000000,,1.25e-05
1738569600000,-0.00015809,1.25e-05
1738573200000,,0.00014956
1738576800000,,1.25e-05
1738580400000,,1.25e-05
1738584000000,,7.52e-06
1738587600000,,5.96e-06
1738591200000,,-7.909e-05
1738594800000,,1.25e-05
1738598400000,-0.00010182,1.25e-05
1738602000000,,1.25e-05
1738605600000,,1.25e-05
1738609200000,,1.25e-05
1738612800000,,1.25e-05
1738616400000,,1.25e-05
1738620000000,,1.25e-05
1738623600000,,1.25e-05
1738627200000,-3.066e-05,1.25e-05
1738630800000,,1.25e-05
1738634400000,,1.924e-05
1738638000000,,1.25e-05
1738641600000,,1.25e-05
1738645200000,,1.25e-05
1738648800000,,1.25e-05
1738652400000,,1.25e-05
1738656000000,,1.25e-05
1738656000001,7.032e-05,
1738659600000,,1.25e-05
1738663200000,,1.25e-05
1738666800000,,-1.05e-05
1738670400000,,1.25e-05
1738674000000,,1.25e-05
1738677600000,,1.25e-05
1738681200000,,1.25e-05
1738684800000,-0.00010887,1.25e-05
1738688400000,,1.387e-05
1738692000000,,1.25e-05
1738695600000,,1.25e-05
1738699200000,,1.25e-05
1738702800000,,1.25e-05
1738706400000,,1.25e-05
1738710000000,,1.25e-05
1738713600000,,1.25e-05
1738713600001,-1.036e-05,
1738717200000,,1.25e-05
1738720800000,,1.25e-05
1738724400000,,1.25e-05
1738728000000,,1.25e-05
1738731600000,,1.25e-05
1738735200000,,1.25e-05
1738738800000,,1.25e-05
1738742400000,,1.25e-05
1738742400001,-9.31e-05,
1738746000000,,7.86e-06
1738749600000,,1.25e-05
1738753200000,,1.25e-05
1738756800000,,1.25e-05
1738760400000,,3.21e-06
1738764000000,,-6.28e-06
1738767600000,,-2.35e-06
1738771200000,-6.855e-05,1.25e-05
1738774800000,,1.25e-05
1738778400000,,-3.679e-05
1738782000000,,1.25e-05
1738785600000,,-1.442e-05
1738789200000,,-4.63e-06
1738792800000,,1.053e-05
1738796400000,,1.25e-05
1738800000000,,1.25e-05
1738800000001,9.12e-05,
1738803600000,,1.25e-05
1738807200000,,1.25e-05
1738810800000,,1.25e-05
1738814400000,,1.25e-05
1738818000000,,1.25e-05
1738821600000,,1.25e-05
1738825200000,,1.25e-05
1738828800000,,1.25e-05
1738828800001,-5.578e-05,
1738832400000,,1.25e-05
1738836000000,,1.25e-05
1738839600000,,1.25e-05
1738843200000,,1.25e-05
1738846800000,,1.25e-05
1738850400000,,1.25e-05
1738854000000,,1.25e-05
1738857600000,0.0001,1.25e-05
1738861200000,,2.28e-06
1738864800000,,1.25e-05
1738868400000,,1.25e-05
1738872000000,,1.25e-05
1738875600000,,1.25e-05
1738879200000,,1.25e-05
1738882800000,,2.21e-06
1738886400000,-4.247e-05,3.36e-06
1738890000000,,-2.948e-05
1738893600000,,4.13e-06
1738897200000,,-3.143e-05
1738900800000,,1.25e-05
1738904400000,,1.25e-05
1738908000000,,1.25e-05
1738911600000,,-2.281e-05
1738915200000,2.9e-05,1.25e-05
1738918800000,,1.25e-05
1738922400000,,1.25e-05
1738926000000,,-2.655e-05
1738929600000,,4.47e-06
1738933200000,,1.25e-05
1738936800000,,-4.465e-05
1738940400000,,1.25e-05
1738944000000,-5.677e-05,-2.824e-05
1738947600000,,1.25e-05
1738951200000,,1.25e-05
1738954800000,,1.25e-05
1738958400000,,7.2e-07
1738962000000,,1.25e-05
1738965600000,,3.73e-06
1738969200000,,1.25e-05
1738972800000,3.883e-05,1.25e-05
1738976400000,,1.25e-05
1738980000000,,1.25e-05
1738983600000,,1.025e-05
1738987200000,,1.25e-05
1738990800000,,-1.479e-05
1738994400000,,1.25e-05
1738998000000,,-4.07e-06
1739001600000,8.1e-06,1.25e-05
1739005200000,,-2.531e-05
1739008800000,,-1.416e-05
1739012400000,,1.25e-05
1739016000000,,-1.525e-05
1739019600000,,5e-08
1739023200000,,1.25e-05
1739026800000,,1.25e-05
1739030400000,3.058e-05,6.25e-06
1739034000000,,1.25e-05
1739037600000,,1.25e-05
1739041200000,,1.25e-05
1739044800000,,1.25e-05
1739048400000,,1.25e-05
1739052000000,,1.25e-05
1739055600000,,1.25e-05
1739059200000,5.134e-05,1.25e-05
1739062800000,,1.25e-05
1739066400000,,1.25e-05
